source,participant_ID,target_word,comment,latency,duree_mot,condition,n_phonemes,Offset,Notes,word_duration,transcript,phoneme_count
s112fusee_ov2_bmpnaming,s112,fusee,ok,575.791,425.7557177,ov2,5,1005,FALSE,429.209,fyz,3
s112gateau_neut_bmpnaming,s112,gateau,ok,888.514,438.9428417,neut,6,1307,FALSE,418.486,ɡato,4
s112gateau_ov2_bmpnaming,s112,gateau,ok,543.765,423.8718428,ov2,6,964,FALSE,420.235,ɡato,4
s112gilet_neut_bmpnaming,s112,gilet,ok,926.192,386.1943457,neut,5,1314,FALSE,387.808,ʒilɛ,4
s112gilet_ov2_bmpnaming,s112,gilet,ok,1105.16,369.239472,ov2,5,1477,FALSE,371.84,ʒilɛ,4
s112girafe_neut_bmpnaming,s112,girafe,ok,1105.16,704.5691965,neut,6,1665,FALSE,559.84,ʒiʀaf,5
s112girafe_ov2_bmpnaming,s112,girafe,ok,634.191,625.4464525,ov2,6,1207,FALSE,572.809,ʒiʀaf,5
s112lama_neut_bmpnaming,s112,lama,ok,862.14,278.8134788,neut,4,1136,FALSE,273.86,lama,4
s112lama_ov2_bmpnaming,s112,lama,ok,549.417,293.8844777,ov2,4,837,FALSE,287.583,lama,4
s112lapin_neut_bmpnaming,s112,lapin,ok,698.243,314.6071011,neut,5,1010,FALSE,311.757,lapɛ̃,4
s112lapin_ov2_bmpnaming,s112,lapin,ok,724.617,324.0264754,ov2,5,1050,FALSE,325.383,lapɛ̃,4
s112lezard_neut_bmpnaming,s112,lezard,ok,754.759,570.8140817,neut,6,1281,FALSE,526.241,ləzaʀ,5
s112lezard_ov2_bmpnaming,s112,lezard,ok,600.281,574.5818314,ov2,6,1142,FALSE,541.719,ləzaʀ,5
s112manteau_neut_bmpnaming,s112,manteau,ok,1157.908,303.303852,neut,7,1449,FALSE,291.092,mɑ̃to,4
s112manteau_ov2_bmpnaming,s112,manteau,ok,1044.876,331.5619748,ov2,7,1367,FALSE,322.124,mɑ̃to,4
s112marelle_neut_bmpnaming,s112,marelle,ok,803.74,525.6010851,neut,7,1314,FALSE,510.26,maʀɛl,5
s112marelle_ov2_bmpnaming,s112,marelle,ok,647.378,499.2268371,ov2,7,1143,FALSE,495.622,maʀɛl,5
s112marin_neut_bmpnaming,s112,marin,ok,724.617,380.5427211,neut,5,1109,FALSE,384.383,maʀɛ̃,4
s112marin_ov2_bmpnaming,s112,marin,ok,826.346,354.1684731,ov2,5,1182,FALSE,355.654,maʀɛ̃,4
s112marteau_neut_bmpnaming,s112,marteau,ok,1065.598,288.2328531,neut,7,1346,FALSE,280.402,maʀto,5
s112marteau_ov2_bmpnaming,s112,marteau,ok,824.462,346.6329737,ov2,7,1161,FALSE,336.538,maʀto,5
s112massue_neut_bmpnaming,s112,massue,ok,796.204,516.1817108,neut,6,1292,FALSE,495.796,masy,4
s112massue_ov2_bmpnaming,s112,massue,ok,686.94,421.987968,ov2,6,1095,FALSE,408.06,masy,4
s112miroir_neut_bmpnaming,s112,miroir,ok,926.192,610.3754537,neut,6,1494,FALSE,567.808,miʀwaʀ,6
s112miroir_ov2_bmpnaming,s112,miroir,ok,636.075,599.0722045,ov2,6,1167,FALSE,530.925,miʀwaʀ,6
s112momie_neut_bmpnaming,s112,momie,ok,653.03,329.6781,neut,5,975,FALSE,321.97,mɔmi,4
s112momie_ov2_bmpnaming,s112,momie,ok,737.804,312.7232263,ov2,5,1049,FALSE,311.196,mɔmi,4
s112motard_neut_bmpnaming,s112,motard,ok,637.959,636.7497017,neut,6,1214,FALSE,576.041,mɔtaʀ,5
s112motard_ov2_bmpnaming,s112,motard,ok,749.107,593.42058,ov2,6,1297,FALSE,547.893,mɔtaʀ,5
s112moulin_neut_bmpnaming,s112,moulin,ok,856.488,308.9554766,neut,6,1150,FALSE,293.512,mulɛ̃,4
s112moulin_ov2_bmpnaming,s112,moulin,ok,634.191,316.490976,ov2,6,936,FALSE,301.809,mulɛ̃,4
s112panier_neut_bmpnaming,s112,panier,ok,1012.85,254.3231057,neut,6,1264,FALSE,251.15,pɑ̃jəʀ,5
s112panier_ov2_bmpnaming,s112,panier,ok,726.501,335.3297246,ov2,6,1047,FALSE,320.499,pɑ̃jəʀ,5
s112pigeon_neut_bmpnaming,s112,pigeon,ok,1027.921,350.4007234,neut,6,1379,FALSE,351.079,piʒəɔ̃,5
s112pigeon_ov2_bmpnaming,s112,pigeon,ok,720.849,308.9554766,ov2,6,1021,FALSE,300.151,piʒəɔ̃,5
s112piscine_neut_bmpnaming,s112,piscine,ok,749.107,587.7689554,neut,7,1334,FALSE,584.893,pizin,5
s112piscine_ov2_bmpnaming,s112,piscine,ok,698.243,553.859208,ov2,7,1243,FALSE,544.757,pizin,5
s112poisson_neut_bmpnaming,s112,poisson,ok,803.74,389.9620954,neut,7,1190,FALSE,386.26,pwasɔ̃,5
s112poisson_ov2_bmpnaming,s112,poisson,ok,766.062,391.8459703,ov2,7,1145,FALSE,378.938,pwasɔ̃,5
s112poulet_neut_bmpnaming,s112,poulet,ok,896.05,231.7166074,neut,6,1126,FALSE,229.95,pulɛ,4
s112poulet_ov2_bmpnaming,s112,poulet,ok,828.23,275.0457291,ov2,6,1072,FALSE,243.77,pulɛ,4
s112raisin_neut_bmpnaming,s112,raisin,ok,775.482,361.7039726,neut,6,1133,FALSE,357.518,ʀɛzɛ̃,4
s112raisin_ov2_bmpnaming,s112,raisin,ok,741.572,380.5427211,ov2,6,1109,FALSE,367.428,ʀɛzɛ̃,4
s112requin_neut_bmpnaming,s112,requin,ok,656.798,401.2653445,neut,6,1046,FALSE,389.202,ʀəkɛ̃,4
s112requin_ov2_bmpnaming,s112,requin,ok,545.649,501.110712,ov2,6,1038,FALSE,492.351,ʀəkɛ̃,4
s112robot_neut_bmpnaming,s112,robot,ok,581.443,388.0782205,neut,5,966,FALSE,384.557,ʀɔbo,4
s112robot_ov2_bmpnaming,s112,robot,ok,692.591,418.2202183,ov2,5,1102,FALSE,409.409,ʀɔbo,4
s112sifflet_neut_bmpnaming,s112,sifflet,ok,803.74,457.7815903,neut,7,1257,FALSE,453.26,siflɛ,5
s112sifflet_ov2_bmpnaming,s112,sifflet,ok,585.21,444.5944663,ov2,7,1028,FALSE,442.79,siflɛ,5
s112tonneau_neut_bmpnaming,s112,tonneau,ok,726.501,252.4392308,neut,7,977,FALSE,250.499,tɔno,4
s112tonneau_ov2_bmpnaming,s112,tonneau,ok,988.36,259.9747303,ov2,7,1240,FALSE,251.64,tɔno,4
s112tortue_neut_bmpnaming,s112,tortue,ok,724.617,474.736464,neut,6,1191,FALSE,466.383,tɔʀty,5
s112tortue_ov2_bmpnaming,s112,tortue,ok,581.443,431.4073423,ov2,6,1000,FALSE,418.557,tɔʀty,5
s112trompette_neut_bmpnaming,s112,trompette,ok,679.404,632.981952,neut,9,1156,FALSE,476.596,tʀɔ̃pɛt,6
s112trompette_ov2_bmpnaming,s112,trompette,ok,747.224,616.0270782,ov2,9,1240,FALSE,492.776,tʀɔ̃pɛt,6
s112voiture_neut_bmpnaming,s112,voiture,ok,811.275,600.9560794,neut,7,1326,FALSE,514.725,vwatyʀ,6
s112volcan_ov2_bmpnaming,s112,volcan,ok,826.346,410.6847188,ov2,6,1220,FALSE,393.654,vɔlkɑ̃,5
s113balai_neut_bmpnaming,s113,balai,ok,813.328,325.9103503,neut,5,1125,FALSE,311.672,bal,3
s113balai_ov2_bmpnaming,s113,balai,ok,718.965,314.6071011,ov2,5,1025,FALSE,306.035,bal,3
s113balance_neut_bmpnaming,s113,balance,ok,897.934,597.1883297,neut,7,1486,FALSE,588.066,balɑ̃s,5
s113balance_ov2_bmpnaming,s113,balance,ok,598.397,502.9945868,ov2,7,1069,FALSE,470.603,balɑ̃s,5
s113barriere_neut_bmpnaming,s113,barriere,ok,1148.489,416.3363434,neut,8,1547,FALSE,398.511,baʀʀjəʀ,7
s113barriere_ov2_bmpnaming,s113,barriere,ok,922.424,435.175092,ov2,8,1338,FALSE,415.576,baʀʀjəʀ,7
s113batterie_neut_bmpnaming,s113,batterie,ok,734.036,715.8724457,neut,8,1207,FALSE,472.964,batəʀi,6
s113batterie_ov2_bmpnaming,s113,batterie,ok,624.772,401.2653445,ov2,8,1013,FALSE,388.228,batəʀi,6
s113bougie_neut_bmpnaming,s113,bougie,ok,735.92,286.3489783,neut,6,1010,FALSE,274.08,buʒi,4
s113bougie_ov2_bmpnaming,s113,bougie,ok,568.255,331.5619748,ov2,6,896,FALSE,327.745,buʒi,4
s113bouton_neut_bmpnaming,s113,bouton,ok,728.385,329.6781,neut,6,1050,FALSE,321.615,butɔ̃,4
s113bouton_ov2_bmpnaming,s113,bouton,ok,722.733,359.8200977,ov2,6,1068,FALSE,345.267,butɔ̃,4
s113briquet_neut_bmpnaming,s113,briquet,ok,880.979,346.6329737,neut,7,1220,FALSE,339.021,bʀikɛ,5
s113briquet_ov2_bmpnaming,s113,briquet,ok,694.475,342.865224,ov2,7,1030,FALSE,335.525,bʀikɛ,5
s113bureau_neut_bmpnaming,s113,bureau,ok,754.759,307.0716017,neut,6,1061,FALSE,306.241,byʀo,4
s113bureau_ov2_bmpnaming,s113,bureau,ok,779.249,316.490976,ov2,6,1087,FALSE,307.751,byʀo,4
s113cadeau_neut_bmpnaming,s113,cadeau,ok,822.579,269.3941046,neut,6,1083,FALSE,260.421,kado,4
s113cadeau_ov2_bmpnaming,s113,cadeau,ok,700.564,294.2535364,ov2,6,977,FALSE,276.436,kado,4
s113canard_neut_bmpnaming,s113,canard,ok,755.265,473.4463951,neut,6,1199,FALSE,443.735,kanaʀ,5
s113canard_ov2_bmpnaming,s113,canard,ok,613.797,403.6554922,ov2,6,975,FALSE,361.203,kanaʀ,5
s113canon_neut_bmpnaming,s113,canon,ok,1009.907,209.3727086,neut,5,1214,FALSE,204.093,kanɔ̃,4
s113canon_ov2_bmpnaming,s113,canon,ok,711.881,247.097521,ov2,5,953,FALSE,241.119,kanɔ̃,4
s113cerveau_neut_bmpnaming,s113,cerveau,ok,566.641,413.0866953,neut,7,961,FALSE,394.359,sɛʀvo,5
s113cerveau_ov2_bmpnaming,s113,cerveau,ok,623.228,414.9729359,ov2,7,1035,FALSE,411.772,sɛʀvo,5
s113chapeau_neut_bmpnaming,s113,chapeau,ok,723.199,364.0444393,neut,7,1090,FALSE,366.801,ʃapo,4
s113chapeau_ov2_bmpnaming,s113,chapeau,ok,632.659,282.9360927,ov2,7,905,FALSE,272.341,ʃapo,4
s113chaussette_neut_bmpnaming,s113,chaussette,ok,679.815,746.9512847,neut,10,1216,FALSE,536.185,ʃosɛt,5
s113chaussette_ov2_bmpnaming,s113,chaussette,ok,638.318,614.9144414,ov2,10,1143,FALSE,504.682,ʃosɛt,5
s113chaussure_neut_bmpnaming,s113,chaussure,ok,670.384,582.8483509,neut,9,1244,FALSE,573.616,ʃosyʀ,5
s113chaussure_ov2_bmpnaming,s113,chaussure,ok,553.437,558.3272229,ov2,9,1060,FALSE,506.563,ʃosyʀ,5
s113cheval_neut_bmpnaming,s113,cheval,ok,700.564,401.7692516,neut,6,1089,FALSE,388.436,ʃəval,5
s113cheval_ov2_bmpnaming,s113,cheval,ok,798.648,377.2481236,ov2,6,1157,FALSE,358.352,ʃəval,5
s113citron_neut_bmpnaming,s113,citron,ok,562.868,439.494064,neut,6,993,FALSE,430.132,sitʀɔ̃,5
s113citron_ov2_bmpnaming,s113,citron,ok,576.072,464.015192,ov2,6,1025,FALSE,448.928,sitʀɔ̃,5
s113citrouille_neut_bmpnaming,s113,citrouille,ok,542.12,554.5547417,neut,10,1093,FALSE,550.88,sitʀujl,7
s113citrouille_ov2_bmpnaming,s113,citrouille,ok,583.617,537.5785761,ov2,10,1062,FALSE,478.383,sitʀujl,7
s113classeur_neut_bmpnaming,s113,classeur,ok,996.704,513.0574481,neut,8,1483,FALSE,486.296,klasœʀ,6
s113classeur_ov2_bmpnaming,s113,classeur,ok,655.294,469.6739139,ov2,8,1107,FALSE,451.706,klasœʀ,6
s113clavier_neut_bmpnaming,s113,clavier,ok,975.955,303.6847395,neut,7,1272,FALSE,296.045,klavjəʀ,7
s113clavier_ov2_bmpnaming,s113,clavier,ok,738.289,364.0444393,ov2,7,1090,FALSE,351.711,klavjəʀ,7
s113cochon_neut_bmpnaming,s113,cochon,ok,523.257,339.5233112,neut,6,873,FALSE,349.743,kɔʃɔ̃,4
s113cochon_ov2_bmpnaming,s113,cochon,ok,540.233,330.0921081,ov2,6,866,FALSE,325.767,kɔʃɔ̃,4
s113collier_neut_bmpnaming,s113,collier,ok,676.043,275.3911302,neut,7,936,FALSE,259.957,kɔljəʀ,6
s113collier_ov2_bmpnaming,s113,collier,ok,777.9,273.5048896,ov2,7,1043,FALSE,265.1,kɔljəʀ,6
s113couteau_neut_bmpnaming,s113,couteau,ok,874.098,311.229702,neut,7,1176,FALSE,301.902,kuto,4
s113couteau_ov2_bmpnaming,s113,couteau,ok,627,273.5048896,ov2,7,869,FALSE,242,kuto,4
s113cuisine_neut_bmpnaming,s113,cuisine,ok,694.905,392.3380485,neut,7,1086,FALSE,391.095,kɥizin,6
s113cuisine_ov2_bmpnaming,s113,cuisine,ok,789.217,477.2188763,ov2,7,1261,FALSE,471.783,kɥizin,6
s113diamant_neut_bmpnaming,s113,diamant,ok,643.977,369.7031611,neut,7,1010,FALSE,366.023,djamɑ̃,5
s113diamant_ov2_bmpnaming,s113,diamant,ok,536.461,367.8169205,ov2,7,879,FALSE,342.539,djamɑ̃,5
s113fourchette_neut_bmpnaming,s113,fourchette,ok,896.733,716.7714348,neut,10,1438,FALSE,541.267,fuʀʃɛt,6
s113fourchette_ov2_bmpnaming,s113,fourchette,ok,694.475,617.9109531,ov2,10,1152,FALSE,457.525,fuʀʃɛt,6
s113fusee_neut_bmpnaming,s113,fusee,ok,690.707,440.8267165,neut,5,1118,FALSE,427.293,fyz,3
s113fusee_ov2_bmpnaming,s113,fusee,ok,675.636,435.175092,ov2,5,1106,FALSE,430.364,fyz,3
s113gateau_neut_bmpnaming,s113,gateau,ok,728.385,401.2653445,neut,6,1129,FALSE,400.615,ɡato,4
s113gateau_ov2_bmpnaming,s113,gateau,ok,536.23,461.54934,ov2,6,989,FALSE,452.77,ɡato,4
s113gilet_neut_bmpnaming,s113,gilet,ok,1005.314,295.7683526,neut,5,1279,FALSE,273.686,ʒilɛ,4
s113gilet_ov2_bmpnaming,s113,gilet,ok,705.778,259.9747303,ov2,5,960,FALSE,254.222,ʒilɛ,4
s113girafe_neut_bmpnaming,s113,girafe,ok,734.036,616.0270782,neut,6,1330,FALSE,595.964,ʒiʀaf,5
s113girafe_ov2_bmpnaming,s113,girafe,ok,530.578,563.2785823,ov2,6,1076,FALSE,545.422,ʒiʀaf,5
s113lama_neut_bmpnaming,s113,lama,ok,607.817,340.9813491,neut,4,936,FALSE,328.183,lama,4
s113lama_ov2_bmpnaming,s113,lama,ok,747.224,303.303852,ov2,4,1042,FALSE,294.776,lama,4
s113lapin_neut_bmpnaming,s113,lapin,ok,615.352,348.5168486,neut,5,951,FALSE,335.648,lapɛ̃,4
s113lapin_ov2_bmpnaming,s113,lapin,ok,592.746,325.9103503,ov2,5,909,FALSE,316.254,lapɛ̃,4
s113lezard_neut_bmpnaming,s113,lezard,ok,718.965,484.1558383,neut,6,1167,FALSE,448.035,ləzaʀ,5
s113lezard_ov2_bmpnaming,s113,lezard,ok,526.81,638.6335765,ov2,6,1026,FALSE,499.19,ləzaʀ,5
s113manteau_ov2_bmpnaming,s113,manteau,ok,588.978,339.0974743,ov2,7,913,FALSE,324.022,mɑ̃to,4
s113marelle_neut_bmpnaming,s113,marelle,ok,654.914,448.362216,neut,7,1103,FALSE,448.086,maʀɛl,5
s113marelle_ov2_bmpnaming,s113,marelle,ok,598.397,454.0138405,ov2,7,1041,FALSE,442.603,maʀɛl,5
s113marteau_neut_bmpnaming,s113,marteau,ok,720.849,327.7942251,neut,7,1037,FALSE,316.151,maʀto,5
s113marteau_ov2_bmpnaming,s113,marteau,ok,588.978,397.4975948,ov2,7,979,FALSE,390.022,maʀto,5
s113massue_neut_bmpnaming,s113,massue,ok,585.21,410.6847188,neut,6,991,FALSE,405.79,masy,4
s113massue_ov2_bmpnaming,s113,massue,ok,754.759,393.7298451,ov2,6,1147,FALSE,392.241,masy,4
s113miroir_neut_bmpnaming,s113,miroir,ok,799.972,474.736464,neut,6,1241,FALSE,441.028,miʀwaʀ,6
s113miroir_ov2_bmpnaming,s113,miroir,ok,621.004,501.110712,ov2,6,1083,FALSE,461.996,miʀwaʀ,6
s113momie_neut_bmpnaming,s113,momie,ok,941.263,280.6973537,neut,5,1221,FALSE,279.737,mɔmi,4
s113momie_ov2_bmpnaming,s113,momie,ok,713.314,305.1877268,ov2,5,1011,FALSE,297.686,mɔmi,4
s113moulin_neut_bmpnaming,s113,moulin,ok,741.572,318.3748508,neut,6,1060,FALSE,318.428,mulɛ̃,4
s113moulin_ov2_bmpnaming,s113,moulin,ok,658.681,297.6522274,ov2,6,959,FALSE,300.319,mulɛ̃,4
s113panier_neut_bmpnaming,s113,panier,ok,737.804,295.7683526,neut,6,989,FALSE,251.196,pɑ̃jəʀ,5
s113panier_ov2_bmpnaming,s113,panier,ok,864.024,258.0908554,ov2,6,1112,FALSE,247.976,pɑ̃jəʀ,5
s113pigeon_neut_bmpnaming,s113,pigeon,ok,816.927,293.8844777,neut,6,1093,FALSE,276.073,piʒəɔ̃,5
s113pigeon_ov2_bmpnaming,s113,pigeon,ok,741.572,261.8586051,ov2,6,971,FALSE,229.428,piʒəɔ̃,5
s113piscine_neut_bmpnaming,s113,piscine,ok,811.275,395.61372,neut,7,1181,FALSE,369.725,pizin,5
s113piscine_ov2_bmpnaming,s113,piscine,ok,839.533,514.297836,ov2,7,1355,FALSE,515.467,pizin,5
s113poisson_neut_bmpnaming,s113,poisson,ok,741.572,352.2845983,neut,7,1090,FALSE,348.428,pwasɔ̃,5
s113poisson_ov2_bmpnaming,s113,poisson,ok,585.21,378.6588463,ov2,7,941,FALSE,355.79,pwasɔ̃,5
s113poulet_neut_bmpnaming,s113,poulet,ok,975.172,229.8327326,neut,6,1185,FALSE,209.828,pulɛ,4
s113raisin_neut_bmpnaming,s113,raisin,ok,835.766,388.0782205,neut,6,1192,FALSE,356.234,ʀɛzɛ̃,4
s113raisin_ov2_bmpnaming,s113,raisin,ok,619.12,406.9169691,ov2,6,1008,FALSE,388.88,ʀɛzɛ̃,4
s113requin_neut_bmpnaming,s113,requin,ok,605.933,373.0072217,neut,6,951,FALSE,345.067,ʀəkɛ̃,4
s113robot_neut_bmpnaming,s113,robot,ok,700.127,389.9620954,neut,5,1061,FALSE,360.873,ʀɔbo,4
s113robot_ov2_bmpnaming,s113,robot,ok,720.849,421.987968,ov2,5,1139,FALSE,418.151,ʀɔbo,4
s113sifflet_neut_bmpnaming,s113,sifflet,ok,781.133,438.9428417,neut,7,1208,FALSE,426.867,siflɛ,5
s113sifflet_ov2_bmpnaming,s113,sifflet,ok,541.881,395.61372,ov2,7,919,FALSE,377.119,siflɛ,5
s113tonneau_ov2_bmpnaming,s113,tonneau,ok,1061.831,237.368232,ov2,7,1270,FALSE,208.169,tɔno,4
s113tortue_neut_bmpnaming,s113,tortue,ok,969.521,681.9626982,neut,6,1304,FALSE,334.479,tɔʀty,5
s113tortue_ov2_bmpnaming,s113,tortue,ok,536.23,632.981952,ov2,6,828,FALSE,291.77,tɔʀty,5
s113trompette_neut_bmpnaming,s113,trompette,ok,737.804,572.6979565,neut,9,1168,FALSE,430.196,tʀɔ̃pɛt,6
s113trompette_ov2_bmpnaming,s113,trompette,ok,718.965,600.9560794,ov2,9,1180,FALSE,461.035,tʀɔ̃pɛt,6
s113voiture_ov2_bmpnaming,s113,voiture,ok,641.727,570.8140817,ov2,7,1141,FALSE,499.273,vwatyʀ,6
s113volcan_neut_bmpnaming,s113,volcan,ok,739.688,455.8977154,neut,6,1160,FALSE,420.312,vɔlkɑ̃,5
s113volcan_ov2_bmpnaming,s113,volcan,ok,743.456,431.4073423,ov2,6,1169,FALSE,425.544,vɔlkɑ̃,5
s114balai_neut_bmpnaming,s114,balai,ok,780.651,286.7085739,neut,5,1066,FALSE,285.349,bal,3
s114balai_ov2_bmpnaming,s114,balai,ok,677.52,261.8586051,ov2,5,942,FALSE,264.48,bal,3
s114balance_neut_bmpnaming,s114,balance,ok,973.289,467.2009645,neut,7,1425,FALSE,451.711,balɑ̃s,5
s114balance_ov2_bmpnaming,s114,balance,ok,511.94,531.9198543,ov2,7,1044,FALSE,532.06,balɑ̃s,5
s114barriere_neut_bmpnaming,s114,barriere,ok,1138.172,533.6411528,neut,8,1648,FALSE,509.828,baʀʀjəʀ,7
s114barriere_ov2_bmpnaming,s114,barriere,ok,973.489,434.4146565,ov2,8,1389,FALSE,415.511,baʀʀjəʀ,7
s114batterie_neut_bmpnaming,s114,batterie,ok,725.085,462.1289514,neut,8,1015,FALSE,289.915,batəʀi,6
s114batterie_ov2_bmpnaming,s114,batterie,ok,853.349,388.5655673,ov2,8,1229,FALSE,375.651,batəʀi,6
s114bougie_neut_bmpnaming,s114,bougie,ok,525.143,315.0021832,neut,6,839,FALSE,313.857,buʒi,4
s114bougie_ov2_bmpnaming,s114,bougie,ok,685.474,265.9599271,ov2,6,950,FALSE,264.526,buʒi,4
s114bouton_neut_bmpnaming,s114,bouton,ok,528.916,390.4518079,neut,6,910,FALSE,381.084,butɔ̃,4
s114bouton_ov2_bmpnaming,s114,bouton,ok,777.9,314.7828288,ov2,6,1077,FALSE,299.1,butɔ̃,4
s114briquet_neut_bmpnaming,s114,briquet,ok,1002.362,433.8353421,neut,7,1432,FALSE,429.638,bʀikɛ,5
s114briquet_ov2_bmpnaming,s114,briquet,ok,513.607,413.3060497,ov2,7,919,FALSE,405.393,bʀikɛ,5
s114bureau_neut_bmpnaming,s114,bureau,ok,853.13,222.7957473,neut,6,1073,FALSE,219.87,byʀo,4
s114bureau_ov2_bmpnaming,s114,bureau,ok,930.685,234.6176026,ov2,6,1217,FALSE,286.315,byʀo,4
s114cadeau_neut_bmpnaming,s114,cadeau,ok,619.456,247.8212869,neut,6,916,FALSE,296.544,kado,4
s114cadeau_ov2_bmpnaming,s114,cadeau,ok,636.432,243.1056853,ov2,6,892,FALSE,255.568,kado,4
s114canard_neut_bmpnaming,s114,canard,ok,677.929,420.6316578,neut,6,1063,FALSE,385.071,kanaʀ,5
s114canard_ov2_bmpnaming,s114,canard,ok,491.915,459.5189448,ov2,6,914,FALSE,422.085,kanaʀ,5
s114canon_neut_bmpnaming,s114,canon,ok,781.672,288.5948145,neut,5,1072,FALSE,290.328,kanɔ̃,4
s114canon_ov2_bmpnaming,s114,canon,ok,681.701,273.5048896,ov2,5,955,FALSE,273.299,kanɔ̃,4
s114cerveau_neut_bmpnaming,s114,cerveau,ok,534.575,395.9455877,neut,7,945,FALSE,410.425,sɛʀvo,5
s114cerveau_ov2_bmpnaming,s114,cerveau,ok,728.857,397.777416,ov2,7,1131,FALSE,402.143,sɛʀvo,5
s114chapeau_neut_bmpnaming,s114,chapeau,ok,634.545,366.6544458,neut,7,1001,FALSE,366.455,ʃapo,4
s114chapeau_ov2_bmpnaming,s114,chapeau,ok,553.437,330.0921081,ov2,7,894,FALSE,340.563,ʃapo,4
s114chaussette_neut_bmpnaming,s114,chaussette,ok,585.503,522.4886512,neut,10,1032,FALSE,446.497,ʃosɛt,5
s114chaussette_ov2_bmpnaming,s114,chaussette,ok,549.665,603.5969977,ov2,10,1059,FALSE,509.335,ʃosɛt,5
s114chaussure_neut_bmpnaming,s114,chaussure,ok,567.786,499.896088,neut,9,1079,FALSE,511.214,ʃosyʀ,5
s114chaussure_ov2_bmpnaming,s114,chaussure,ok,470.403,567.5586235,ov2,9,1033,FALSE,562.597,ʃosyʀ,5
s114cheval_neut_bmpnaming,s114,cheval,ok,652.184,421.9902042,neut,6,1058,FALSE,405.816,ʃəval,5
s114cheval_ov2_bmpnaming,s114,cheval,ok,538.571,421.9902042,ov2,6,930,FALSE,391.429,ʃəval,5
s114citron_neut_bmpnaming,s114,citron,ok,700.875,370.0529483,neut,6,1069,FALSE,368.125,sitʀɔ̃,5
s114citron_ov2_bmpnaming,s114,citron,ok,678.152,285.6549075,ov2,6,966,FALSE,287.848,sitʀɔ̃,5
s114citrouille_neut_bmpnaming,s114,citrouille,ok,915.116,444.7127536,neut,10,1363,FALSE,447.884,sitʀujl,7
s114citrouille_ov2_bmpnaming,s114,citrouille,ok,543.253,469.2459533,ov2,10,1012,FALSE,468.747,sitʀujl,7
s114classeur_neut_bmpnaming,s114,classeur,ok,1083.912,472.0086315,neut,8,1551,FALSE,467.088,klasœʀ,6
s114classeur_ov2_bmpnaming,s114,classeur,ok,652.184,499.896088,ov2,8,1154,FALSE,501.816,klasœʀ,6
s114clavier_neut_bmpnaming,s114,clavier,ok,950.823,399.2676547,neut,7,1354,FALSE,403.177,klavjəʀ,7
s114clavier_ov2_bmpnaming,s114,clavier,ok,713.859,331.1000064,ov2,7,1039,FALSE,325.141,klavjəʀ,7
s114cochon_neut_bmpnaming,s114,cochon,ok,602.35,282.9360927,neut,6,884,FALSE,281.65,kɔʃɔ̃,4
s114cochon_ov2_bmpnaming,s114,cochon,ok,574.429,300.8553786,ov2,6,883,FALSE,308.571,kɔʃɔ̃,4
s114collier_neut_bmpnaming,s114,collier,ok,639.199,259.6862795,neut,7,900,FALSE,260.801,kɔljəʀ,6
s114collier_ov2_bmpnaming,s114,collier,ok,548.309,347.3303988,ov2,7,899,FALSE,350.691,kɔljəʀ,6
s114couteau_neut_bmpnaming,s114,couteau,ok,642.446,305.1313784,neut,7,951,FALSE,308.554,kuto,4
s114couteau_ov2_bmpnaming,s114,couteau,ok,598.841,264.338267,ov2,7,850,FALSE,251.159,kuto,4
s114cuisine_neut_bmpnaming,s114,cuisine,ok,1234.251,456.4702295,neut,7,1692,FALSE,457.749,kɥizin,6
s114cuisine_ov2_bmpnaming,s114,cuisine,ok,765.797,496.6500095,ov2,7,1254,FALSE,488.203,kɥizin,6
s114diamant_neut_bmpnaming,s114,diamant,ok,661.922,288.9009859,neut,7,942,FALSE,280.078,djamɑ̃,5
s114diamant_ov2_bmpnaming,s114,diamant,ok,892.394,337.5921634,ov2,7,1225,FALSE,332.606,djamɑ̃,5
s114fourchette_neut_bmpnaming,s114,fourchette,ok,564.54,520.9191792,neut,10,1007,FALSE,442.46,fuʀʃɛt,6
s114fourchette_ov2_bmpnaming,s114,fourchette,ok,501.634,552.6685011,ov2,10,999,FALSE,497.366,fuʀʃɛt,6
s114fusee_neut_bmpnaming,s114,fusee,ok,678.152,318.1156924,neut,5,990,FALSE,311.848,fyz,3
s114fusee_ov2_bmpnaming,s114,fusee,ok,1051.451,301.8852999,ov2,5,1345,FALSE,293.549,fyz,3
s114gateau_ov2_bmpnaming,s114,gateau,ok,603.973,295.1966567,ov2,6,899,FALSE,295.027,ɡato,4
s114gilet_neut_bmpnaming,s114,gilet,ok,800.186,236.7231976,neut,5,1008,FALSE,207.814,ʒilɛ,4
s114gilet_ov2_bmpnaming,s114,gilet,ok,712.761,345.1820331,ov2,5,1050,FALSE,337.239,ʒilɛ,4
s114girafe_neut_bmpnaming,s114,girafe,ok,535.325,490.1578526,neut,6,982,FALSE,446.675,ʒiʀaf,5
s114girafe_ov2_bmpnaming,s114,girafe,ok,476.896,415.4980472,ov2,6,871,FALSE,394.104,ʒiʀaf,5
s114lama_neut_bmpnaming,s114,lama,ok,616.477,321.3617709,neut,4,927,FALSE,310.523,lama,4
s114lama_ov2_bmpnaming,s114,lama,ok,619.723,214.678327,ov2,4,806,FALSE,186.277,lama,4
