source,participant_ID,target_word,comment,latency,duree_mot,condition,n_phonemes,Offset,Notes,word_duration,transcript,phoneme_count
s105tortue_ov2_bmpnaming,s105,tortue,ok,887.302,401.7692516,ov2,6,1267,FALSE,379.698,tɔʀty,5
s105trompette_neut_bmpnaming,s105,trompette,ok,998.59,533.8060949,neut,9,1384,FALSE,385.41,tʀɔ̃pɛt,6
s105trompette_ov2_bmpnaming,s105,trompette,ok,1149.489,560.2134635,ov2,9,1576,FALSE,426.511,tʀɔ̃pɛt,6
s105voiture_neut_bmpnaming,s105,voiture,ok,832.601,558.3272229,neut,7,1385,FALSE,552.399,vwatyʀ,6
s105voiture_ov2_bmpnaming,s105,voiture,ok,855.236,586.6208322,ov2,7,1395,FALSE,539.764,vwatyʀ,6
s105volcan_neut_bmpnaming,s105,volcan,ok,1106.106,462.1289514,neut,6,1560,FALSE,453.894,vɔlkɑ̃,5
s105volcan_ov2_bmpnaming,s105,volcan,ok,713.768,465.9014326,ov2,6,1163,FALSE,449.232,vɔlkɑ̃,5
s106balai_neut_bmpnaming,s106,balai,ok,584.009,330.6827051,neut,5,908,FALSE,323.991,bal,3
s106balai_ov2_bmpnaming,s106,balai,ok,863.054,293.2053319,ov2,5,1132,FALSE,268.946,bal,3
s106balance_neut_bmpnaming,s106,balance,ok,865.259,518.0695714,neut,7,1337,FALSE,471.741,balɑ̃s,5
s106balance_ov2_bmpnaming,s106,balance,ok,629.372,623.888037,ov2,7,1256,FALSE,626.628,balɑ̃s,5
s106barriere_neut_bmpnaming,s106,barriere,ok,1001.941,575.3879069,neut,8,1563,FALSE,561.059,baʀʀjəʀ,7
s106barriere_ov2_bmpnaming,s106,barriere,ok,838.804,612.8652802,ov2,8,1415,FALSE,576.196,baʀʀjəʀ,7
s106batterie_neut_bmpnaming,s106,batterie,ok,891.713,460.7512358,neut,8,1350,FALSE,458.287,batəʀi,6
s106batterie_ov2_bmpnaming,s106,batterie,ok,801.327,451.9330304,ov2,8,1246,FALSE,444.673,batəʀi,6
s106bougie_neut_bmpnaming,s106,bougie,ok,744.008,511.4559173,neut,6,1236,FALSE,491.992,buʒi,4
s106bougie_ov2_bmpnaming,s106,bougie,ok,702.122,394.6146948,ov2,6,1244,FALSE,541.878,buʒi,4
s106bouton_neut_bmpnaming,s106,bouton,ok,673.463,295.4098833,neut,6,967,FALSE,293.537,butɔ̃,4
s106bouton_ov2_bmpnaming,s106,bouton,ok,706.531,348.3191161,ov2,6,1036,FALSE,329.469,butɔ̃,4
s106briquet_neut_bmpnaming,s106,briquet,ok,807.94,403.4329003,neut,7,1199,FALSE,391.06,bʀikɛ,5
s106briquet_ov2_bmpnaming,s106,briquet,ok,726.372,337.2963592,ov2,7,1063,FALSE,336.628,bʀikɛ,5
s106bureau_neut_bmpnaming,s106,bureau,ok,768.258,341.705462,neut,6,1102,FALSE,333.742,byʀo,4
s106bureau_ov2_bmpnaming,s106,bureau,ok,788.099,370.3646298,ov2,6,1160,FALSE,371.901,byʀo,4
s106cadeau_neut_bmpnaming,s106,cadeau,ok,781.486,297.6144346,neut,6,1083,FALSE,301.514,kado,4
s106cadeau_ov2_bmpnaming,s106,cadeau,ok,768.258,313.0462942,ov2,6,1073,FALSE,304.742,kado,4
s106canard_neut_bmpnaming,s106,canard,ok,929.191,451.9330304,neut,6,1334,FALSE,404.809,kanaʀ,5
s106canard_ov2_bmpnaming,s106,canard,ok,785.895,548.9332905,ov2,6,1323,FALSE,537.105,kanaʀ,5
s106canon_neut_bmpnaming,s106,canon,ok,944.623,295.4098833,neut,5,1222,FALSE,277.377,kanɔ̃,4
s106canon_ov2_bmpnaming,s106,canon,ok,666.849,227.0687909,ov2,5,860,FALSE,193.151,kanɔ̃,4
s106cerveau_neut_bmpnaming,s106,cerveau,ok,728.577,368.1600784,neut,7,1092,FALSE,363.423,sɛʀvo,5
s106cerveau_ov2_bmpnaming,s106,cerveau,ok,726.372,376.9782839,ov2,7,1099,FALSE,372.628,sɛʀvo,5
s106chapeau_neut_bmpnaming,s106,chapeau,ok,706.531,381.3873866,neut,7,1057,FALSE,350.469,ʃapo,4
s106chapeau_ov2_bmpnaming,s106,chapeau,ok,863.054,350.5236674,ov2,7,1214,FALSE,350.946,ʃapo,4
s106chaussette_neut_bmpnaming,s106,chaussette,ok,653.622,723.0928486,neut,10,1256,FALSE,602.378,ʃosɛt,5
s106chaussette_ov2_bmpnaming,s106,chaussette,ok,611.735,579.7970097,ov2,10,1095,FALSE,483.265,ʃosɛt,5
s106chaussure_neut_bmpnaming,s106,chaussure,ok,620.554,648.1381021,neut,9,1252,FALSE,631.446,ʃosyʀ,5
s106chaussure_ov2_bmpnaming,s106,chaussure,ok,651.417,595.2288692,ov2,9,1232,FALSE,580.583,ʃosyʀ,5
s106cheval_neut_bmpnaming,s106,cheval,ok,880.691,491.614955,neut,6,1330,FALSE,449.309,ʃəval,5
s106cheval_ov2_bmpnaming,s106,cheval,ok,651.417,529.0923282,ov2,6,1129,FALSE,477.583,ʃəval,5
s106citron_neut_bmpnaming,s106,citron,ok,574.258,390.2055921,neut,6,960,FALSE,385.742,sitʀɔ̃,5
s106citron_ov2_bmpnaming,s106,citron,ok,680.076,451.9330304,ov2,6,1104,FALSE,423.924,sitʀɔ̃,5
s106citrouille_neut_bmpnaming,s106,citrouille,ok,918.168,520.2741227,neut,10,1404,FALSE,485.832,sitʀujl,7
s106citrouille_ov2_bmpnaming,s106,citrouille,ok,624.963,500.4331604,ov2,10,1097,FALSE,472.037,sitʀujl,7
s106classeur_neut_bmpnaming,s106,classeur,ok,865.259,582.001561,neut,8,1371,FALSE,505.741,klasœʀ,6
s106classeur_ov2_bmpnaming,s106,classeur,ok,774.872,562.1605987,ov2,8,1334,FALSE,559.128,klasœʀ,6
s106clavier_neut_bmpnaming,s106,clavier,ok,902.736,319.6599483,neut,7,1222,FALSE,319.264,klavjəʀ,7
s106clavier_ov2_bmpnaming,s106,clavier,ok,788.099,328.4781538,ov2,7,1112,FALSE,323.901,klavjəʀ,7
s106cochon_neut_bmpnaming,s106,cochon,ok,975.486,315.2508456,neut,6,1293,FALSE,317.514,kɔʃɔ̃,4
s106cochon_ov2_bmpnaming,s106,cochon,ok,744.008,253.5234073,ov2,6,998,FALSE,253.992,kɔʃɔ̃,4
s106collier_neut_bmpnaming,s106,collier,ok,794.713,268.9552668,neut,7,1059,FALSE,264.287,kɔljəʀ,6
s106collier_ov2_bmpnaming,s106,collier,ok,697.713,251.3188559,ov2,7,943,FALSE,245.287,kɔljəʀ,6
s106couteau_neut_bmpnaming,s106,couteau,ok,717.554,266.7507155,neut,7,980,FALSE,262.446,kuto,4
s106couteau_ov2_bmpnaming,s106,couteau,ok,781.486,357.1373215,ov2,7,1136,FALSE,354.514,kuto,4
s106cuisine_neut_bmpnaming,s106,cuisine,ok,1396.587,480.9913576,neut,7,1870,FALSE,473.413,kɥizin,6
s106cuisine_ov2_bmpnaming,s106,cuisine,ok,740.175,501.7400044,ov2,7,1224,FALSE,483.825,kɥizin,6
s106diamant_neut_bmpnaming,s106,diamant,ok,862.781,322.5471457,neut,7,1186,FALSE,323.219,djamɑ̃,5
s106diamant_ov2_bmpnaming,s106,diamant,ok,936.344,311.229702,ov2,7,1238,FALSE,301.656,djamɑ̃,5
s106fourchette_neut_bmpnaming,s106,fourchette,ok,1011.794,607.369479,neut,10,1524,FALSE,512.206,fuʀʃɛt,6
s106fourchette_ov2_bmpnaming,s106,fourchette,ok,803.531,601.8425233,ov2,10,1340,FALSE,536.469,fuʀʃɛt,6
s106fusee_neut_bmpnaming,s106,fusee,ok,860.85,531.2968796,neut,5,1379,FALSE,518.15,fyz,3
s106fusee_ov2_bmpnaming,s106,fusee,ok,587.485,480.5921981,ov2,5,1058,FALSE,470.515,fyz,3
s106gateau_neut_bmpnaming,s106,gateau,ok,708.736,399.0237975,neut,6,1095,FALSE,386.264,ɡato,4
s106gateau_ov2_bmpnaming,s106,gateau,ok,772.668,324.069051,ov2,6,1092,FALSE,319.332,ɡato,4
s106gilet_neut_bmpnaming,s106,gilet,ok,825.577,374.7737325,neut,5,1181,FALSE,355.423,ʒilɛ,4
s106girafe_neut_bmpnaming,s106,girafe,ok,821.168,533.501431,neut,6,1328,FALSE,506.832,ʒiʀaf,5
s106girafe_ov2_bmpnaming,s106,girafe,ok,635.985,604.0470747,ov2,6,1232,FALSE,596.015,ʒiʀaf,5
s106lama_neut_bmpnaming,s106,lama,ok,726.372,330.6827051,neut,4,1014,FALSE,287.628,lama,4
s106lama_ov2_bmpnaming,s106,lama,ok,588.785,282.2129917,ov2,4,868,FALSE,279.215,lama,4
s106lapin_neut_bmpnaming,s106,lapin,ok,1091.551,334.386822,neut,5,1418,FALSE,326.449,lapɛ̃,4
s106lapin_ov2_bmpnaming,s106,lapin,ok,870.998,353.359124,ov2,5,1210,FALSE,339.002,lapɛ̃,4
s106lezard_neut_bmpnaming,s106,lezard,ok,937.401,585.769823,neut,6,1504,FALSE,566.599,ləzaʀ,5
s106lezard_ov2_bmpnaming,s106,lezard,ok,759.535,607.1136627,ov2,6,1323,FALSE,563.465,ləzaʀ,5
s106manteau_neut_bmpnaming,s106,manteau,ok,750.049,393.6752657,neut,7,1123,FALSE,372.951,mɑ̃to,4
s106manteau_ov2_bmpnaming,s106,manteau,ok,904.199,332.0152843,ov2,7,1224,FALSE,319.801,mɑ̃to,4
s106marelle_neut_bmpnaming,s106,marelle,ok,889.97,507.5090774,neut,7,1390,FALSE,500.03,maʀɛl,5
s106marelle_ov2_bmpnaming,s106,marelle,ok,747.678,362.845275,ov2,7,1102,FALSE,354.322,maʀɛl,5
s106marin_neut_bmpnaming,s106,marin,ok,766.65,298.8137559,neut,5,1059,FALSE,292.35,maʀɛ̃,4
s106marin_ov2_bmpnaming,s106,marin,ok,809.338,334.386822,ov2,5,1130,FALSE,320.662,maʀɛ̃,4
s106marteau_neut_bmpnaming,s106,marteau,ok,906.571,362.845275,neut,7,1252,FALSE,345.429,maʀto,5
s106marteau_ov2_bmpnaming,s106,marteau,ok,700.247,334.386822,ov2,7,1021,FALSE,320.753,maʀto,5
s106massue_neut_bmpnaming,s106,massue,ok,837.796,422.1337186,neut,6,1245,FALSE,407.204,masy,4
s106massue_ov2_bmpnaming,s106,massue,ok,697.875,412.6475676,ov2,6,1099,FALSE,401.125,masy,4
s106miroir_neut_bmpnaming,s106,miroir,ok,728.705,533.5959926,neut,6,1221,FALSE,492.295,miʀwaʀ,6
s106miroir_ov2_bmpnaming,s106,miroir,ok,754.792,588.1413608,ov2,6,1232,FALSE,477.208,miʀwaʀ,6
s106momie_neut_bmpnaming,s106,momie,ok,811.709,410.2760299,neut,5,1209,FALSE,397.291,mɔmi,4
s106momie_ov2_bmpnaming,s106,momie,ok,996.689,474.307549,ov2,5,1452,FALSE,455.311,mɔmi,4
s106moulin_neut_bmpnaming,s106,moulin,ok,1067.835,279.8414539,neut,6,1340,FALSE,272.165,mulɛ̃,4
s106moulin_ov2_bmpnaming,s106,moulin,ok,764.278,298.8137559,ov2,6,1042,FALSE,277.722,mulɛ̃,4
s106panier_neut_bmpnaming,s106,panier,ok,878.112,374.7029637,neut,6,1238,FALSE,359.888,pɑ̃jəʀ,5
s106panier_ov2_bmpnaming,s106,panier,ok,783.251,332.0152843,ov2,6,1106,FALSE,322.749,pɑ̃jəʀ,5
s106pigeon_neut_bmpnaming,s106,pigeon,ok,674.16,267.9837652,neut,6,933,FALSE,258.84,piʒəɔ̃,5
s106pigeon_ov2_bmpnaming,s106,pigeon,ok,719.219,348.6160485,ov2,6,1049,FALSE,329.781,piʒəɔ̃,5
s106piscine_neut_bmpnaming,s106,piscine,ok,1207.756,426.8767941,neut,7,1613,FALSE,405.244,pizin,5
s106piscine_ov2_bmpnaming,s106,piscine,ok,792.737,467.1929358,ov2,7,1252,FALSE,459.263,pizin,5
s106poisson_neut_bmpnaming,s106,poisson,ok,949.258,303.5568314,neut,7,1245,FALSE,295.742,pwasɔ̃,5
s106poisson_ov2_bmpnaming,s106,poisson,ok,963.488,315.4145201,ov2,7,1264,FALSE,300.512,pwasɔ̃,5
s106poulet_neut_bmpnaming,s106,poulet,ok,802.223,265.6122274,neut,6,1065,FALSE,262.777,pulɛ,4
s106poulet_ov2_bmpnaming,s106,poulet,ok,809.338,267.9837652,ov2,6,1077,FALSE,267.662,pulɛ,4
s106raisin_neut_bmpnaming,s106,raisin,ok,828.31,327.2722088,neut,6,1149,FALSE,320.69,ʀɛzɛ̃,4
s106raisin_ov2_bmpnaming,s106,raisin,ok,676.532,407.9044921,ov2,6,1058,FALSE,381.468,ʀɛzɛ̃,4
s106requin_ov2_bmpnaming,s106,requin,ok,847.282,365.2168127,ov2,6,1189,FALSE,341.718,ʀəkɛ̃,4
s106robot_ov2_bmpnaming,s106,robot,ok,769.021,355.7306617,ov2,5,1109,FALSE,339.979,ʀɔbo,4
s106sifflet_neut_bmpnaming,s106,sifflet,ok,892.341,398.4183412,neut,7,1283,FALSE,390.659,siflɛ,5
s106sifflet_ov2_bmpnaming,s106,sifflet,ok,731.077,490.9083132,ov2,7,1197,FALSE,465.923,siflɛ,5
s106tonneau_neut_bmpnaming,s106,tonneau,ok,963.488,313.0429823,neut,7,1252,FALSE,288.512,tɔno,4
s106tonneau_ov2_bmpnaming,s106,tonneau,ok,927.915,327.2722088,ov2,7,1217,FALSE,289.085,tɔno,4
s106tortue_neut_bmpnaming,s106,tortue,ok,671.788,386.5606524,neut,6,1052,FALSE,380.212,tɔʀty,5
s106tortue_ov2_bmpnaming,s106,tortue,ok,932.658,448.2206338,ov2,6,1374,FALSE,441.342,tɔʀty,5
s106trompette_ov2_bmpnaming,s106,trompette,ok,707.362,500.3944642,ov2,9,1123,FALSE,415.638,tʀɔ̃pɛt,6
s106voiture_neut_bmpnaming,s106,voiture,ok,1048.863,557.3113701,neut,7,1599,FALSE,550.137,vwatyʀ,6
s106voiture_ov2_bmpnaming,s106,voiture,ok,795.108,531.2244549,ov2,7,1327,FALSE,531.892,vwatyʀ,6
s106volcan_neut_bmpnaming,s106,volcan,ok,932.658,350.9875863,neut,6,1255,FALSE,322.342,vɔlkɑ̃,5
s107balai_neut_bmpnaming,s107,balai,ok,538.341,230.0391613,neut,5,760,FALSE,221.659,bal,3
s107balai_ov2_bmpnaming,s107,balai,ok,619.615,249.0114632,ov2,5,870,FALSE,250.385,bal,3
s107balance_neut_bmpnaming,s107,balance,ok,721.591,498.0229264,neut,7,1201,FALSE,479.409,balɑ̃s,5
s107balance_ov2_bmpnaming,s107,balance,ok,617.243,460.0783225,ov2,7,1060,FALSE,442.757,balɑ̃s,5
s107barriere_neut_bmpnaming,s107,barriere,ok,1037.005,547.8252191,neut,8,1558,FALSE,520.995,baʀʀjəʀ,7
s107barriere_ov2_bmpnaming,s107,barriere,ok,1065.464,493.279851,ov2,8,1511,FALSE,445.536,baʀʀjəʀ,7
s107batterie_neut_bmpnaming,s107,batterie,ok,946.887,336.7583598,neut,8,1269,FALSE,322.113,batəʀi,6
s107batterie_ov2_bmpnaming,s107,batterie,ok,870.998,381.8175769,ov2,8,1222,FALSE,351.002,batəʀi,6
s107bougie_neut_bmpnaming,s107,bougie,ok,693.132,211.0668593,neut,6,894,FALSE,200.868,buʒi,4
s107bougie_ov2_bmpnaming,s107,bougie,ok,574.555,263.2406897,ov2,6,840,FALSE,265.445,buʒi,4
s107bouton_neut_bmpnaming,s107,bouton,ok,614.872,270.3553029,neut,6,880,FALSE,265.128,butɔ̃,4
s107bouton_ov2_bmpnaming,s107,bouton,ok,562.698,327.2722088,ov2,6,885,FALSE,322.302,butɔ̃,4
s107briquet_neut_bmpnaming,s107,briquet,ok,745.306,374.7029637,neut,7,1114,FALSE,368.694,bʀikɛ,5
s107briquet_ov2_bmpnaming,s107,briquet,ok,607.757,348.6160485,ov2,7,939,FALSE,331.243,bʀikɛ,5
s107bureau_neut_bmpnaming,s107,bureau,ok,806.966,343.872973,neut,6,1125,FALSE,318.034,byʀo,4
s107bureau_ov2_bmpnaming,s107,bureau,ok,733.448,291.6991426,ov2,6,1020,FALSE,286.552,byʀo,4
s107cadeau_neut_bmpnaming,s107,cadeau,ok,686.018,199.2091706,neut,6,863,FALSE,176.982,kado,4
s107cadeau_ov2_bmpnaming,s107,cadeau,ok,667.045,206.3237838,ov2,6,821,FALSE,153.955,kado,4
s107canard_neut_bmpnaming,s107,canard,ok,697.875,407.9044921,neut,6,1076,FALSE,378.125,kanaʀ,5
s107canard_ov2_bmpnaming,s107,canard,ok,669.417,524.1098416,ov2,6,1168,FALSE,498.583,kanaʀ,5
s107canon_neut_bmpnaming,s107,canon,ok,837.796,215.8099348,neut,5,1059,FALSE,221.204,kanɔ̃,4
s107canon_ov2_bmpnaming,s107,canon,ok,669.417,234.7822368,ov2,5,906,FALSE,236.583,kanɔ̃,4
s107cerveau_neut_bmpnaming,s107,cerveau,ok,676.532,372.331426,neut,7,1012,FALSE,335.468,sɛʀvo,5
s107cerveau_ov2_bmpnaming,s107,cerveau,ok,636.215,332.0152843,ov2,7,959,FALSE,322.785,sɛʀvo,5
s107chapeau_neut_bmpnaming,s107,chapeau,ok,714.476,320.1575956,neut,7,1020,FALSE,305.524,ʃapo,4
s107chapeau_ov2_bmpnaming,s107,chapeau,ok,534.239,272.7268407,ov2,7,796,FALSE,261.761,ʃapo,4
s107chaussette_neut_bmpnaming,s107,chaussette,ok,517.638,521.7383039,neut,10,930,FALSE,412.362,ʃosɛt,5
s107chaussette_ov2_bmpnaming,s107,chaussette,ok,557.955,479.0506245,ov2,10,912,FALSE,354.045,ʃosɛt,5
s107chaussure_neut_bmpnaming,s107,chaussure,ok,674.16,431.6198696,neut,9,1069,FALSE,394.84,ʃosyʀ,5
s107chaussure_ov2_bmpnaming,s107,chaussure,ok,387.204,540.7106059,ov2,9,906,FALSE,518.796,ʃosyʀ,5
s107cheval_neut_bmpnaming,s107,cheval,ok,565.069,343.872973,neut,6,902,FALSE,336.931,ʃəval,5
s107cheval_ov2_bmpnaming,s107,cheval,ok,586.413,452.9637093,ov2,6,1038,FALSE,451.587,ʃəval,5
s107citron_neut_bmpnaming,s107,citron,ok,648.073,369.9598882,neut,6,1016,FALSE,367.927,sitʀɔ̃,5
s107citron_ov2_bmpnaming,s107,citron,ok,501.038,339.1298975,ov2,6,837,FALSE,335.962,sitʀɔ̃,5
s107citrouille_neut_bmpnaming,s107,citrouille,ok,697.875,353.359124,neut,10,1033,FALSE,335.125,sitʀujl,7
s107citrouille_ov2_bmpnaming,s107,citrouille,ok,472.579,422.1337186,ov2,10,887,FALSE,414.421,sitʀujl,7
s107classeur_neut_bmpnaming,s107,classeur,ok,761.907,460.0783225,neut,8,1204,FALSE,442.093,klasœʀ,6
s107classeur_ov2_bmpnaming,s107,classeur,ok,1089.179,533.5959926,ov2,8,1612,FALSE,522.821,klasœʀ,6
s107clavier_neut_bmpnaming,s107,clavier,ok,868.626,355.7306617,neut,7,1216,FALSE,347.374,klavjəʀ,7
s107clavier_ov2_bmpnaming,s107,clavier,ok,889.97,365.2168127,ov2,7,1241,FALSE,351.03,klavjəʀ,7
s107cochon_neut_bmpnaming,s107,cochon,ok,814.081,324.9006711,neut,6,1135,FALSE,320.919,kɔʃɔ̃,4
s107cochon_ov2_bmpnaming,s107,cochon,ok,593.528,284.5845294,ov2,6,871,FALSE,277.472,kɔʃɔ̃,4
s107collier_neut_bmpnaming,s107,collier,ok,754.792,289.3276049,neut,7,1034,FALSE,279.208,kɔljəʀ,6
s107collier_ov2_bmpnaming,s107,collier,ok,866.255,194.4660951,ov2,7,1051,FALSE,184.745,kɔljəʀ,6
s107couteau_neut_bmpnaming,s107,couteau,ok,833.053,251.383001,neut,7,1075,FALSE,241.947,kuto,4
s107couteau_ov2_bmpnaming,s107,couteau,ok,735.82,175.4937931,ov2,7,888,FALSE,152.18,kuto,4
s107cuisine_neut_bmpnaming,s107,cuisine,ok,704.99,410.2760299,neut,7,1108,FALSE,403.01,kɥizin,6
s107cuisine_ov2_bmpnaming,s107,cuisine,ok,645.702,476.6790867,ov2,7,1102,FALSE,456.298,kɥizin,6
s107diamant_neut_bmpnaming,s107,diamant,ok,771.393,327.2722088,neut,7,1100,FALSE,328.607,djamɑ̃,5
s107diamant_ov2_bmpnaming,s107,diamant,ok,524.753,265.6122274,ov2,7,769,FALSE,244.247,djamɑ̃,5
s107fourchette_neut_bmpnaming,s107,fourchette,ok,657.559,481.4221622,neut,10,1020,FALSE,362.441,fuʀʃɛt,6
s107fourchette_ov2_bmpnaming,s107,fourchette,ok,825.938,445.8490961,ov2,10,1214,FALSE,388.062,fuʀʃɛt,6
s107fusee_neut_bmpnaming,s107,fusee,ok,1003.804,329.6437466,neut,5,1405,FALSE,401.196,fyz,3
s107fusee_ov2_bmpnaming,s107,fusee,ok,811.709,310.6714446,ov2,5,1126,FALSE,314.291,fyz,3
s107gateau_neut_bmpnaming,s107,gateau,ok,560.326,267.9837652,neut,6,818,FALSE,257.674,ɡato,4
s107gateau_ov2_bmpnaming,s107,gateau,ok,735.82,267.9837652,ov2,6,988,FALSE,252.18,ɡato,4
s107gilet_ov2_bmpnaming,s107,gilet,ok,688.389,320.1575956,ov2,5,1004,FALSE,315.611,ʒilɛ,4
s107girafe_neut_bmpnaming,s107,girafe,ok,726.334,602.3705872,neut,6,1367,FALSE,640.666,ʒiʀaf,5
s107girafe_ov2_bmpnaming,s107,girafe,ok,612.5,531.2244549,ov2,6,1119,FALSE,506.5,ʒiʀaf,5
s107lama_neut_bmpnaming,s107,lama,ok,572.184,310.6714446,neut,4,872,FALSE,299.816,lama,4
s107lama_ov2_bmpnaming,s107,lama,ok,712.105,282.2129917,ov2,4,960,FALSE,247.895,lama,4
s107lapin_neut_bmpnaming,s107,lapin,ok,467.836,296.4422181,neut,5,765,FALSE,297.164,lapɛ̃,4
s107lapin_ov2_bmpnaming,s107,lapin,ok,399.062,303.5568314,ov2,5,697,FALSE,297.938,lapɛ̃,4
s107lezard_neut_bmpnaming,s107,lezard,ok,662.302,429.2483318,neut,6,1062,FALSE,399.698,ləzaʀ,5
s107lezard_ov2_bmpnaming,s107,lezard,ok,704.99,578.6552098,ov2,6,1259,FALSE,554.01,ləzaʀ,5
s107manteau_neut_bmpnaming,s107,manteau,ok,1819.613,360.4737372,neut,7,2104,FALSE,284.387,mɑ̃to,4
s107manteau_ov2_bmpnaming,s107,manteau,ok,605.385,336.7583598,ov2,7,905,FALSE,299.615,mɑ̃to,4
s107marelle_neut_bmpnaming,s107,marelle,ok,1212.499,381.8175769,neut,7,1532,FALSE,319.501,maʀɛl,5
s107marelle_ov2_bmpnaming,s107,marelle,ok,719.219,407.9044921,ov2,7,1106,FALSE,386.781,maʀɛl,5
s107marin_neut_bmpnaming,s107,marin,ok,944.515,341.5014353,neut,5,1275,FALSE,330.485,maʀɛ̃,4
s107marin_ov2_bmpnaming,s107,marin,ok,709.733,346.2445108,ov2,5,1049,FALSE,339.267,maʀɛ̃,4
s107marteau_neut_bmpnaming,s107,marteau,ok,975.955,354.6132362,neut,7,1305,FALSE,329.045,maʀto,5
s107marteau_ov2_bmpnaming,s107,marteau,ok,619.456,279.1636115,ov2,7,886,FALSE,266.544,maʀto,5
s107massue_neut_bmpnaming,s107,massue,ok,653.408,273.5048896,neut,6,915,FALSE,261.592,masy,4
s107massue_ov2_bmpnaming,s107,massue,ok,485.532,288.5948145,ov2,6,773,FALSE,287.468,masy,4
s107miroir_neut_bmpnaming,s107,miroir,ok,732.63,501.7400044,neut,6,1232,FALSE,499.37,miʀwaʀ,6
s107miroir_ov2_bmpnaming,s107,miroir,ok,755.265,511.1712075,ov2,6,1241,FALSE,485.735,miʀwaʀ,6
s107momie_neut_bmpnaming,s107,momie,ok,600.593,305.5709801,neut,5,881,FALSE,280.407,mɔmi,4
s107momie_ov2_bmpnaming,s107,momie,ok,623.228,273.5048896,ov2,5,884,FALSE,260.772,mɔmi,4
s107motard_neut_bmpnaming,s107,motard,ok,664.725,435.7215827,neut,6,1095,FALSE,430.275,mɔtaʀ,5
s107motard_ov2_bmpnaming,s107,motard,ok,538.347,537.5785761,ov2,6,1041,FALSE,502.653,mɔtaʀ,5
s107moulin_neut_bmpnaming,s107,moulin,ok,760.924,307.4572207,neut,6,1051,FALSE,290.076,mulɛ̃,4
s107moulin_ov2_bmpnaming,s107,moulin,ok,617.569,215.0314304,ov2,6,786,FALSE,168.431,mulɛ̃,4
s107panier_neut_bmpnaming,s107,panier,ok,804.307,345.1820331,neut,6,1142,FALSE,337.693,pɑ̃jəʀ,5
s107panier_ov2_bmpnaming,s107,panier,ok,659.067,309.3434613,ov2,6,955,FALSE,295.933,pɑ̃jəʀ,5
s107pigeon_neut_bmpnaming,s107,pigeon,ok,979.727,335.75083,neut,6,1304,FALSE,324.273,piʒəɔ̃,5
s107pigeon_ov2_bmpnaming,s107,pigeon,ok,749.606,269.7324084,ov2,6,991,FALSE,241.394,piʒəɔ̃,5
s107piscine_neut_bmpnaming,s107,piscine,ok,808.08,381.0206048,neut,7,1181,FALSE,372.92,pizin,5
s107piscine_ov2_bmpnaming,s107,piscine,ok,753.379,416.8591766,ov2,7,1163,FALSE,409.621,pizin,5
s107poisson_neut_bmpnaming,s107,poisson,ok,802.421,333.8645894,neut,7,1125,FALSE,322.579,pwasɔ̃,5
s107poisson_ov2_bmpnaming,s107,poisson,ok,472.329,205.6002274,ov2,7,668,FALSE,195.671,pwasɔ̃,5
s107poulet_neut_bmpnaming,s107,poulet,ok,826.942,264.0736865,neut,6,1062,FALSE,235.058,pulɛ,4
s107poulet_ov2_bmpnaming,s107,poulet,ok,802.421,224.4626335,ov2,6,1001,FALSE,198.579,pulɛ,4
s107raisin_neut_bmpnaming,s107,raisin,ok,738.289,294.2535364,neut,6,1019,FALSE,280.711,ʀɛzɛ̃,4
s107raisin_ov2_bmpnaming,s107,raisin,ok,579.844,397.9967704,ov2,6,971,FALSE,391.156,ʀɛzɛ̃,4
s107requin_neut_bmpnaming,s107,requin,ok,660.953,301.7984989,neut,6,963,FALSE,302.047,ʀəkɛ̃,4
s107requin_ov2_bmpnaming,s107,requin,ok,470.443,301.7984989,ov2,6,751,FALSE,280.557,ʀəkɛ̃,4
s107robot_neut_bmpnaming,s107,robot,ok,651.522,318.7746644,neut,5,920,FALSE,268.478,ʀɔbo,4
s107robot_ov2_bmpnaming,s107,robot,ok,545.892,339.5233112,ov2,5,861,FALSE,315.108,ʀɔbo,4
s107sifflet_neut_bmpnaming,s107,sifflet,ok,877.87,354.6132362,neut,7,1225,FALSE,347.13,siflɛ,5
s107sifflet_ov2_bmpnaming,s107,sifflet,ok,721.313,343.2957925,ov2,7,1062,FALSE,340.687,siflɛ,5
s107tonneau_neut_bmpnaming,s107,tonneau,ok,911.823,256.528724,neut,7,1157,FALSE,245.177,tɔno,4
s107tonneau_ov2_bmpnaming,s107,tonneau,ok,566.641,198.0552649,ov2,7,749,FALSE,182.359,tɔno,4
s107tortue_neut_bmpnaming,s107,tortue,ok,555.323,335.75083,neut,6,895,FALSE,339.677,tɔʀty,5
s107tortue_ov2_bmpnaming,s107,tortue,ok,523.257,320.6609051,ov2,6,843,FALSE,319.743,tɔʀty,5
s107trompette_neut_bmpnaming,s107,trompette,ok,1409.79,554.5547417,neut,9,1866,FALSE,456.21,tʀɔ̃pɛt,6
s107trompette_ov2_bmpnaming,s107,trompette,ok,621.342,394.2242892,ov2,9,939,FALSE,317.658,tʀɔ̃pɛt,6
s107voiture_neut_bmpnaming,s107,voiture,ok,759.037,452.6977483,neut,7,1174,FALSE,414.963,vwatyʀ,6
